year,school_code,longitude,latitude
2008,00-07-0598-43,-90.53959999999999,14.646
2008,00-07-0599-43,-90.5299,14.6591
2008,00-07-0600-43,-90.53060000000001,14.6525
2008,00-07-0601-43,-90.5428,14.6281
2008,00-07-0602-43,-90.54649999999999,14.6255
2008,00-07-0604-43,-90.5342,14.6506
2008,00-07-0632-43,-90.5385,14.6447
2008,00-07-2233-43,-90.5372,14.6294
2008,00-07-2500-43,-90.5505,14.6375
2008,00-07-4198-43,-90.5363,14.6466
2008,00-08-0666-43,-90.5299,14.6088
2008,00-08-0667-43,-90.5299,14.6088
2008,00-08-0668-43,-90.5301,14.6092
2008,00-08-0669-43,-90.5301,14.6092
2008,00-08-0670-43,-90.5317,14.6149
2008,00-08-8367-43,-90.5226,14.6221
2008,00-11-0811-43,-90.55459999999999,14.6171
2008,00-11-0812-43,-90.54900000000001,14.6098
2008,00-11-0813-43,-90.5425,14.617
2008,00-11-0814-43,-90.5425,14.617
2008,00-11-0815-43,-90.55459999999999,14.6171
2008,00-11-0816-43,-90.54900000000001,14.6098
2008,00-11-2260-43,-90.55589999999999,14.5998
2008,00-11-2261-43,-90.5509,14.602
2008,00-11-2262-43,-90.55540000000001,14.5998
2008,00-11-2263-43,-90.5509,14.602
2008,00-11-2275-43,-90.5509,14.602
2008,00-11-8369-43,-90.5762,14.5717
2008,00-11-8376-43,-90.5762,14.5717
2008,00-12-0881-43,-90.53789999999999,14.5964
2008,00-12-0882-43,-90.54519999999999,14.5675
2008,00-12-2277-43,-90.5406,14.6038
2008,00-12-2279-43,-90.5475,14.595
2008,00-12-2281-43,-90.5406,14.6038
2008,00-12-2283-43,-90.5475,14.595
2008,00-12-7421-43,-90.5551,14.5466
2008,00-12-7422-43,-90.5437,14.5424
2008,00-12-7447-43,-90.5569,14.5562
2008,00-12-7448-43,-90.5591,14.5531
2008,00-12-7449-43,-90.5569,14.5562
2008,00-12-7453-43,-90.54130000000001,14.5577
2008,00-12-8327-43,-90.5551,14.5466
2008,00-12-9039-43,-90.54519999999999,14.5675
2008,00-13-0920-43,-90.5343,14.5831
2008,00-13-0921-43,-90.5317,14.5634
2008,00-13-0923-43,-90.5287,14.5676
2008,00-13-2296-43,-90.5294,14.5681
2008,00-13-2568-43,-90.5287,14.5676
2008,00-14-0952-43,-90.50620000000001,14.5819
2008,00-14-0953-43,-90.4988,14.5807
2008,00-14-0954-43,-90.4988,14.5807
2008,00-15-0972-43,-90.50069999999999,14.6103
2008,00-16-7459-43,-90.48439999999999,14.5982
2008,00-16-7460-43,-90.47410000000001,14.6232
2008,00-16-7461-43,-90.4855,14.6309
2008,00-16-7463-43,-90.4782,14.6201
2008,00-16-7464-43,-90.4782,14.6201
2008,00-16-8495-43,-90.4716,14.6034
2008,00-17-1171-43,-90.4599,14.6456
2008,00-17-3145-43,-90.4264,14.6465
2008,00-17-7479-43,-90.4426,14.631
2008,00-17-7480-43,-90.4342,14.6478
2008,00-17-7481-43,-90.428,14.6509
2008,00-17-7482-43,-90.4183,14.6555
2008,00-17-7483-43,-90.413,14.6776
2008,00-17-7484-43,-90.3981,14.6897
2008,00-17-7486-43,-90.48439999999999,14.6396
2008,00-17-7490-43,-90.4121,14.6165
2008,00-17-7491-43,-90.3908,14.657
2008,00-17-7908-43,-90.4599,14.6456
2008,00-17-8383-43,-90.464,14.6238
2008,00-17-8469-43,-90.4693,14.6476
2008,00-17-8659-43,-90.4117,14.6423
2008,00-18-1029-43,-90.4755,14.6527
2008,00-18-1030-43,-90.4806,14.6591
2008,00-18-1031-43,-90.4453,14.6611
2008,00-18-1032-43,-90.4806,14.6591
2008,00-18-1167-43,-90.4426,14.6533
2008,00-18-1168-43,-90.4723,14.6515
2008,00-18-1169-43,-90.4504,14.6537
2008,00-18-1170-43,-90.4426,14.6543
2008,00-18-1172-43,-90.452,14.6562
2008,00-18-1173-43,-90.4495,14.6642
2008,00-18-1175-43,-90.44750000000001,14.6572
2008,00-18-1177-43,-90.45780000000001,14.6709
2008,00-18-1178-43,-90.47329999999999,14.664
2008,00-18-1180-43,-90.4633,14.6819
2008,00-18-1181-43,-90.46939999999999,14.6576
2008,00-18-1182-43,-90.44540000000001,14.6601
2008,00-18-1183-43,-90.44540000000001,14.6659
2008,00-18-1185-43,-90.4504,14.6537
2008,00-18-1186-43,-90.45780000000001,14.6709
2008,00-18-1187-43,-90.45740000000001,14.6628
2008,00-18-1188-43,-90.4755,14.6527
2008,00-18-1189-43,-90.44750000000001,14.6572
2008,00-18-1190-43,-90.4495,14.6642
2008,00-18-1191-43,-90.46939999999999,14.6576
2008,00-18-1192-43,-90.4457,14.6606
2008,00-18-1193-43,-90.4426,14.6543
2008,00-18-1207-43,-90.4579,14.6546
2008,00-18-2401-43,-90.45740000000001,14.6628
2008,00-18-2855-43,-90.452,14.6562
2008,00-18-2859-43,-90.4222,14.6649
2008,00-18-3081-43,-90.4541,14.6716
2008,00-18-3162-43,-90.41670000000001,14.6737
2008,00-18-6957-43,-90.4682,14.6625
2008,00-18-7130-43,-90.4682,14.6625
2008,00-18-7502-43,-90.4444,14.6803
2008,00-18-7503-43,-90.4539,14.677
2008,00-18-7504-43,-90.4539,14.677
2008,00-18-7506-43,-90.4089,14.6841
2008,00-18-7684-43,-90.41670000000001,14.6737
2008,00-18-7689-43,-90.4453,14.6611
2008,00-18-7702-43,-90.44540000000001,14.6601
2008,00-18-7751-43,-90.4579,14.6546
2008,00-18-7790-43,-90.4541,14.677
2008,00-18-8054-43,-90.4541,14.6716
2008,00-18-8539-43,-90.4457,14.6606
2008,00-18-8694-43,-90.4359,14.6585
2008,00-18-8992-43,-90.4485,14.6863
2008,00-19-1079-43,-90.5783,14.6567
2008,00-19-1080-43,-90.5783,14.6567
2008,00-21-1113-43,-90.5347,14.5469
2008,00-21-1114-43,-90.53830000000001,14.5411
2008,00-21-1115-43,-90.53830000000001,14.5411
2008,00-21-1116-43,-90.5347,14.5469
2008,00-21-2863-43,-90.55,14.548
2008,00-21-4550-43,-90.5472,14.5484
2008,00-21-7136-43,-90.5457,14.5488
2008,00-21-7511-43,-90.55289999999999,14.5434
2008,00-21-8089-43,-90.5535,14.5491
2008,01-01-1203-43,-90.4222,14.6649
2008,01-01-1212-43,-90.4012,14.6956
2008,01-01-1215-43,-90.54130000000001,14.5577
2008,01-02-1257-43,-90.49590000000001,14.5706
2008,01-02-1258-43,-90.479,14.5633
2008,01-02-1260-43,-90.49039999999999,14.539
2008,01-02-1261-43,-90.51000000000001,14.5476
2008,01-02-1262-43,-90.4448,14.5892
2008,01-02-1263-43,-90.5184,14.5626
2008,01-02-1264-43,-90.4483,14.5552
2008,01-02-1265-43,-90.4379,14.5503
2008,01-02-1266-43,-90.45440000000001,14.5417
2008,01-02-1267-43,-90.4896,14.5616
2008,01-02-1268-43,-90.44459999999999,14.5737
2008,01-02-1269-43,-90.46129999999999,14.5589
2008,01-02-1270-43,-90.43680000000001,14.563
2008,01-02-6095-43,-90.49590000000001,14.5706
2008,01-02-7350-43,-90.5184,14.5626
2008,01-02-7549-43,-90.4999,14.5437
2008,01-02-7866-43,-90.4905,14.56
2008,01-02-7872-43,-90.44459999999999,14.5737
2008,01-02-7873-43,-90.51000000000001,14.5476
2008,01-02-7874-43,-90.50149999999999,14.5584
2008,01-03-1282-43,-90.41719999999999,14.5468
2008,01-03-1285-43,-90.2954,14.5841
2008,01-03-1286-43,-90.29640000000001,14.5139
2008,01-03-1288-43,-90.4237,14.5462
2008,01-03-1289-43,-90.2787,14.5794
2008,01-03-1290-43,-90.3383,14.5011
2008,01-03-1291-43,-90.3137,14.5617
2008,01-03-1292-43,-90.42610000000001,14.5613
2008,01-03-1293-43,-90.386,14.5327
2008,01-03-1294-43,-90.4151,14.5277
2008,01-03-1298-43,-90.3426,14.5724
2008,01-03-1302-43,-90.33159999999999,14.5359
2008,01-03-2842-43,-90.3104,14.5865
2008,01-03-6060-43,-90.2846,14.5847
2008,01-03-6062-43,-90.3669,14.5857
2008,01-03-6153-43,-90.4061,14.5368
2008,01-03-6447-43,-90.4061,14.5368
2008,01-03-6448-43,-90.4151,14.5277
2008,01-03-6550-43,-90.4165,14.5493
2008,01-03-6859-43,-90.42610000000001,14.5613
2008,01-03-7891-43,-90.3031,14.5893
2008,01-03-7892-43,-90.3218,14.5916
2008,01-03-8000-43,-90.41719999999999,14.5468
2008,01-03-8417-43,-90.31140000000001,14.5705
2008,01-04-1313-43,-90.37309999999999,14.7607
2008,01-04-1314-43,-90.3767,14.8319
2008,01-04-1315-43,-90.4028,14.8194
2008,01-04-1316-43,-90.35720000000001,14.8186
2008,01-04-1317-43,-90.35890000000001,14.8024
2008,01-04-1318-43,-90.383,14.84
2008,01-04-1319-43,-90.34829999999999,14.7668
2008,01-04-1320-43,-90.37909999999999,14.781
2008,01-04-2615-43,-90.3459,14.8163
2008,01-04-6413-43,-90.37309999999999,14.7607
2008,01-04-6438-43,-90.37909999999999,14.781
2008,01-05-1327-43,-90.3617,14.6659
2008,01-05-1328-43,-90.3219,14.6078
2008,01-05-1329-43,-90.31140000000001,14.6503
2008,01-05-1331-43,-90.3326,14.6639
2008,01-05-1332-43,-90.3441,14.6768
2008,01-05-1333-43,-90.3631,14.7244
2008,01-05-1334-43,-90.38209999999999,14.6482
2008,01-05-1335-43,-90.35469999999999,14.6366
2008,01-05-1336-43,-90.236,14.6564
2008,01-05-1337-43,-90.3411,14.732
2008,01-05-1338-43,-90.3052,14.6659
2008,01-05-1339-43,-90.30070000000001,14.7062
2008,01-05-1340-43,-90.3947,14.7177
2008,01-05-1341-43,-90.2928,14.6248
2008,01-05-1342-43,-90.2196,14.6591
2008,01-05-1343-43,-90.3267,14.6532
2008,01-05-1345-43,-90.37130000000001,14.6087
2008,01-05-1346-43,-90.33920000000001,14.6418
2008,01-05-1347-43,-90.2852,14.6751
2008,01-05-1348-43,-90.2696,14.6727
2008,01-05-1349-43,-90.452,14.6562
2008,01-05-1350-43,-90.2296,14.6359
2008,01-05-1351-43,-90.3582,14.6228
2008,01-05-1352-43,-90.2817,14.6599
2008,01-05-1353-43,-90.2526,14.6341
2008,01-05-1354-43,-90.38,14.6281
2008,01-05-1355-43,-90.372,14.6328
2008,01-05-1356-43,-90.3232,14.6406
2008,01-05-2616-43,-90.36060000000001,14.7438
2008,01-05-2617-43,-90.3185,14.6719
2008,01-05-3061-43,-90.28270000000001,14.6099
2008,01-05-3062-43,-90.2649,14.6023
2008,01-05-6407-43,-90.37130000000001,14.6087
2008,01-05-6409-43,-90.2928,14.6248
2008,01-05-6410-43,-90.3617,14.6659
2008,01-05-6411-43,-90.38,14.6281
2008,01-05-6624-43,-90.2371,14.6395
2008,01-05-6876-43,-90.3522,14.6709
2008,01-05-7023-43,-90.35760000000001,14.6774
2008,01-05-7025-43,-90.3528,14.7247
2008,01-05-7469-43,-92.1294,14.6735
2008,01-05-7820-43,-90.3409,14.6584
2008,01-05-8134-43,-90.3449,14.6287
2008,01-05-9105-43,-90.3325,14.6293
2008,01-05-9106-43,-90.32599999999999,14.661
2008,01-06-1371-43,-90.4877,14.6867
2008,01-06-1373-43,-90.4881,14.6855
2008,01-06-1374-43,-90.4877,14.6867
2008,01-06-1375-43,-90.4986,14.7022
2008,01-06-1376-43,-90.48779999999999,14.6861
2008,01-06-1377-43,-90.5325,14.676
2008,01-06-1379-43,-90.5325,14.676
2008,01-06-1380-43,-90.4881,14.6855
2008,01-06-1381-43,-90.4736,14.7398
2008,01-06-1382-43,-90.5198,14.7082
2008,01-06-1383-43,-90.4533,14.7106
2008,01-06-1384-43,-90.48779999999999,14.6861
2008,01-06-1385-43,-90.4785,14.6904
2008,01-06-1386-43,-90.47580000000001,14.709
2008,01-06-1387-43,-90.4689,14.7163
2008,01-06-1388-43,-90.4619,14.6963
2008,01-06-1389-43,-90.52589999999999,14.7644
2008,01-06-2627-43,-90.4892,14.6866
2008,01-06-2930-43,-90.5236,14.6783
2008,01-06-2999-43,-90.5236,14.6783
2008,01-06-6450-43,-90.4619,14.6963
2008,01-06-6456-43,-90.4888,14.6943
2008,01-06-6457-43,-90.4888,14.6943
2008,01-06-7719-43,-90.4708,14.6937
2008,01-06-8427-43,-90.4821,14.6898
2008,01-06-8602-43,-90.5172,14.6839
2008,01-06-8830-43,-90.4986,14.7022
2008,01-07-1407-43,-90.4559,14.7695
2008,01-07-1408-43,-90.4511,14.7734
2008,01-07-1409-43,-90.41289999999999,14.7409
2008,01-07-1410-43,-90.4552,14.7351
2008,01-07-1411-43,-90.4075,14.7776
2008,01-07-1412-43,-90.41289999999999,14.7409
2008,01-07-1413-43,-90.4539,14.7475
2008,01-07-1414-43,-90.4158,14.7583
2008,01-07-1415-43,-90.44880000000001,14.7161
2008,01-07-1416-43,-90.44499999999999,14.7349
2008,01-07-1417-43,-90.4817,14.7525
2008,01-07-1418-43,-90.422,14.8178
2008,01-07-1419-43,-90.4348,14.8072
2008,01-07-1420-43,-90.4444,14.7371
2008,01-07-1421-43,-90.4846,14.7621
2008,01-07-1422-43,-90.44199999999999,14.7304
2008,01-07-1423-43,-90.3968,14.7845
2008,01-07-1424-43,-90.3926,14.804
2008,01-07-6480-43,-90.4466,14.7404
2008,01-07-6649-43,-90.4543,14.7379
2008,01-07-6852-43,-90.4511,14.7734
2008,01-07-6971-43,-90.4379,14.7309
2008,01-07-7016-43,-90.453,14.7453
2008,01-07-7017-43,-90.45359999999999,14.7292
2008,01-07-7018-43,-90.44119999999999,14.7413
2008,01-07-7943-43,-90.441,14.7361
2008,01-08-1529-43,-90.5821,14.6578
2008,01-08-1530-43,-90.5821,14.6578
2008,01-08-1531-43,-90.5776,14.65
2008,01-08-1532-43,-90.5776,14.65
2008,01-08-1533-43,-90.5821,14.6578
2008,01-08-1534-43,-90.5821,14.6578
2008,01-08-1535-43,-90.5782,14.6763
2008,01-08-1536-43,-90.57129999999999,14.6777
2008,01-08-1537-43,-90.56870000000001,14.6693
2008,01-08-1538-43,-90.57170000000001,14.6651
2008,01-08-1539-43,-90.58369999999999,14.6685
2008,01-08-1540-43,-90.5339,14.6713
2008,01-08-1541-43,-90.5792,14.649
2008,01-08-1542-43,-90.5521,14.6862
2008,01-08-1544-43,-90.5692,14.6677
2008,01-08-1545-43,-90.5719,14.6532
2008,01-08-1546-43,-90.596,14.6437
2008,01-08-1547-43,-90.6099,14.6362
2008,01-08-1549-43,-90.58450000000001,14.6611
2008,01-08-1551-43,-90.59050000000001,14.6528
2008,01-08-1552-43,-90.6099,14.6362
2008,01-08-1553-43,-90.57129999999999,14.6777
2008,01-08-1554-43,-90.5692,14.6677
2008,01-08-1555-43,-90.5719,14.6532
2008,01-08-1556-43,-90.57170000000001,14.6651
2008,01-08-1557-43,-90.5339,14.6713
2008,01-08-1559-43,-90.57210000000001,14.6358
2008,01-08-1560-43,-90.58450000000001,14.6611
2008,01-08-1561-43,-90.57210000000001,14.6358
2008,01-08-1562-43,-90.5889,14.6495
2008,01-08-1563-43,-90.60299999999999,14.6419
2008,01-08-1564-43,-90.5985,14.6529
2008,01-08-1565-43,-90.6073,14.6689
2008,01-08-1566-43,-90.60720000000001,14.5857
2008,01-08-1567-43,-90.6035,14.653
2008,01-08-1568-43,-90.5513,14.6922
2008,01-08-1569-43,-90.6198,14.5971
2008,01-08-1570-43,-90.61320000000001,14.663
2008,01-08-1572-43,-90.57340000000001,14.6076
2008,01-08-1573-43,-90.59050000000001,14.6528
2008,01-08-1576-43,-90.5414,14.7001
2008,01-08-1577-43,-90.6014,14.5973
2008,01-08-1578-43,-90.5428,14.6801
2008,01-08-1579-43,-90.57559999999999,14.666
2008,01-08-1580-43,-90.5909,14.6206
2008,01-08-1582-43,-90.57559999999999,14.666
2008,01-08-2642-43,-90.5889,14.6495
2008,01-08-3067-43,-90.60720000000001,14.5857
2008,01-08-4120-43,-90.5977,14.631
2008,01-08-4475-43,-90.5977,14.631
2008,01-08-6047-43,-90.5428,14.6801
2008,01-08-6049-43,-90.60299999999999,14.6419
2008,01-08-6092-43,-90.5521,14.6862
2008,01-08-6177-43,-90.5909,14.6206
2008,01-08-6517-43,-90.54219999999999,14.6742
2008,01-08-6519-43,-90.5479,14.6774
2008,01-08-6685-43,-90.57340000000001,14.6076
2008,01-08-6854-43,-90.5479,14.6774
2008,01-08-6862-43,-90.6035,14.653
2008,01-08-6879-43,-90.5757,14.6174
2008,01-08-7131-43,-90.5582,14.6843
2008,01-08-7357-43,-90.54219999999999,14.6742
2008,01-08-7604-43,-90.5582,14.6843
2008,01-08-8702-43,-90.61109999999999,14.6271
2008,01-09-1743-43,-90.6427,14.6867
2008,01-09-1744-43,-90.5378,14.7231
2008,01-09-1745-43,-90.623,14.6956
2008,01-09-1746-43,-90.6401,14.657
2008,01-09-1747-43,-90.6207,14.6797
2008,01-09-2666-43,-90.64579999999999,14.6732
2008,01-09-2669-43,-90.6147,14.6769
2008,01-09-6069-43,-90.6147,14.6769
2008,01-09-6070-43,-90.6146,14.6824
2008,01-09-6071-43,-90.6207,14.6797
2008,01-09-6206-43,-90.623,14.6956
2008,01-09-6259-43,-90.6203,14.6738
2008,01-09-6483-43,-90.6427,14.6867
2008,01-09-7141-43,-90.5958,14.6824
2008,01-09-7188-43,-90.6065,14.6848
2008,01-10-1766-43,-90.6516,14.7858
2008,01-10-1780-43,-90.6417,14.7223
2008,01-10-1781-43,-90.6416,14.7224
2008,01-10-1782-43,-90.6561,14.7456
2008,01-10-1784-43,-90.6443,14.793
2008,01-10-1785-43,-90.5873,14.7212
2008,01-10-1786-43,-90.5693,14.6968
2008,01-10-1787-43,-90.5942,14.805
2008,01-10-1788-43,-90.6181,14.7804
2008,01-10-1789-43,-90.55880000000001,14.7089
2008,01-10-1790-43,-90.6311,14.8582
2008,01-10-1791-43,-90.7186,14.7189
2008,01-10-1792-43,-90.61450000000001,14.7587
2008,01-10-1793-43,-90.6412,14.7056
2008,01-10-1794-43,-90.5959,14.8623
2008,01-10-1795-43,-90.6673,14.8146
2008,01-10-1796-43,-90.57380000000001,14.8165
2008,01-10-1797-43,-90.6408,14.8346
2008,01-10-1798-43,-90.5676,14.7014
2008,01-10-1799-43,-90.62560000000001,14.7932
2008,01-10-1800-43,-90.6061,14.7895
2008,01-10-1801-43,-90.5874,14.8287
2008,01-10-1802-43,-90.5599,14.8697
2008,01-10-1803-43,-90.5934,14.7936
2008,01-10-1804-43,-90.6007,14.8426
2008,01-10-1805-43,-90.6233,14.7083
2008,01-10-1806-43,-90.5792,14.6959
2008,01-10-1807-43,-90.6344,14.7278
2008,01-10-1808-43,-90.66800000000001,14.7284
2008,01-10-1809-43,-90.6627,14.7078
2008,01-10-1810-43,-90.58759999999999,14.7985
2008,01-10-1811-43,-90.5677,14.6891
2008,01-10-1812-43,-90.63460000000001,14.7544
2008,01-10-1813-43,-90.63200000000001,14.8392
2008,01-10-1814-43,-90.60209999999999,14.8241
2008,01-10-1815-43,-90.56270000000001,14.6899
2008,01-10-1816-43,-90.7073,14.7159
2008,01-10-1817-43,-90.6918,14.7198
2008,01-10-1818-43,-90.68859999999999,14.703
2008,01-10-1819-43,-90.7161,14.7447
2008,01-10-1820-43,-90.6215,14.8218
2008,01-10-1821-43,-90.65470000000001,14.8236
2008,01-10-1823-43,-90.6014,14.6941
2008,01-10-1824-43,-90.60639999999999,14.8014
2008,01-10-1825-43,-90.70050000000001,14.7118
2008,01-10-2674-43,-90.6139,14.8003
2008,01-10-4002-43,-90.58029999999999,14.8528
2008,01-10-4183-43,-90.6315,14.7748
2008,01-10-6063-43,-90.621,14.8706
2008,01-10-6117-43,-90.5749,14.6957
2008,01-10-6140-43,-90.5741,14.699
2008,01-10-6207-43,-90.6918,14.7198
2008,01-10-6219-43,-90.56270000000001,14.6899
2008,01-10-6415-43,-90.6266,14.7462
2008,01-10-6416-43,-90.6215,14.8218
2008,01-10-6418-43,-90.61450000000001,14.7587
2008,01-10-6420-43,-90.6315,14.7748
2008,01-10-6421-43,-90.62560000000001,14.7932
2008,01-10-6422-43,-90.7161,14.7447
2008,01-10-6423-43,-90.70050000000001,14.7118
2008,01-10-6424-43,-90.6061,14.7895
2008,01-10-6426-43,-90.6627,14.7078
2008,01-10-6428-43,-90.6007,14.8426
2008,01-10-6429-43,-90.6673,14.8146
2008,01-10-6479-43,-90.60769999999999,14.6918
2008,01-10-6556-43,-90.66800000000001,14.7284
2008,01-10-6559-43,-90.5874,14.8287
2008,01-10-6601-43,-90.6763,14.7014
2008,01-10-6651-43,-90.6417,14.7223
2008,01-10-6882-43,-90.6617,14.8484
2008,01-10-7340-43,-90.587,14.6998
